ncbi_species,species
Croceicoccus marinus,Croceicoccus marinus
Desulfoferula mesophila,Desulfoferula mesophila
Sporolactobacillus pectinivorans,Sporolactobacillus pectinivorans
Aquimarina spongiae,Aquimarina spongiae
Fortiea contorta,Fortiea contorta
uncultured Fusobacteriota,UBA816 sp002313635
uncultured Methylocucumis,Methylovulum sp963923905
Ornithinimicrobium cryptoxanthini,Ornithinicoccus cryptoxanthini
Rhodohalobacter mucosus,Rhodohalobacter mucosus
Tetzosporium hominis,Chryseomicrobium hominis
Selenomonas caprae,Selenomonas_A caprae
Manganitrophus sp.,Manganitrophus sp028865235
Moritella dasanensis,Moritella dasanensis
Hymenobacter ginsengisoli,Hymenobacter ginsengisoli
Mucilaginibacter mallensis,Mucilaginibacter mallensis
Polynucleobacter corsicus,Polynucleobacter corsicus
Lactobacillus rodentium,Lactobacillus rodentium
Streptococcus phocae,Streptococcus phocae
Rhizobium wuzhouense,Allorhizobium wuzhouense
Shewanella marisflavi,Shewanella marisflavi
Burkholderia verschuerenii,Caballeronia verschuerenii
Corynebacterium breve,Corynebacterium breve
Haploplasma axanthum,Haploplasma axanthum
Caldanaerobius polysaccharolyticus,Caldanaerobius polysaccharolyticus
Actinomadura craniellae,Actinomadura_D craniellae
Capnocytophaga catalasegens,Capnocytophaga catalasegens
Paracoccus aerodenitrificans,Paracoccus aerodenitrificans
Desulfovibrio gallistercoris,Desulfovibrio gallistercoris
Parabeggiatoa communis,Parabeggiatoa communis
Tessaracoccus caeni,Arachnia caeni
Diaminobutyricimonas aerilata,Diaminobutyricimonas aerilata
Amycolatopsis alba,Amycolatopsis alba
Bifidobacterium bombi,Bifidobacterium bombi
Fodinibius sediminis,Fodinibius sediminis
Weimeria bifida,Weimeria bifida
Hwangdonia lutea,Hwangdonia lutea
Euzebya rosea,Euzebya rosea
Roseivirga misakiensis,Roseivirga misakiensis
Riesia pediculischaeffi,Riesia pediculischaeffi
Streptomyces thermolilacinus,Streptomyces thermolilacinus
Shewanella decolorationis,Shewanella decolorationis
Nitrosococcus oceani,Nitrosococcus oceani
Azoarcus olearius,Azoarcus olearius
Aquirufa nivalisilvae,Aquirufa nivalisilvae
Paenarthrobacter histidinolovorans,Arthrobacter histidinolovorans
Methylobacterium crusticola,Methylobacterium crusticola
Marinobacter profundi,Marinobacter profundi
Bifidobacterium saguini,Bifidobacterium saguini
Agrococcus terreus,Agrococcus terreus
Hippea maritima,Hippea maritima
Anoxybacillus caldiproteolyticus,Anoxybacillus_C caldiproteolyticus
Marinobacter confluentis,Marinobacter confluentis
Roseibaca domitiana,Roseinatronobacter domitianus
Streptosporangium lutulentum,Streptosporangium lutulentum
Defluviimonas denitrificans,Albidovulum denitrificans
Cerasicoccus frondis,Cerasicoccus frondis
Fructilactobacillus ixorae,Fructilactobacillus ixorae
Saccharothrix obliqua,Actinosynnema obliqua
Fictibacillus terranigra,Fictibacillus_C terrinigri
Shewanella glacialimarina,Shewanella glacialimarina
Nostoc commune,Nostoc commune
uncultured Paracraurococcus,CAITYE01 sp903896535
Flectobacillus roseus,Flectobacillus roseus
Kiritimatiellaeota bacterium,UBA6053 sp029269125
Cytobacillus pseudoceanisediminis,Cytobacillus pseudoceanisediminis
Desulfacyla euxinica,Desulfacyla euxinica
Acinetobacter ihumii,Acinetobacter ihumii
Brotomerdimonas butyrica,Lentihominibacter butyricus
Pontibacter roseus,Pontibacter roseus
Pseudoroseomonas oryzae,Pseudoroseomonas oryzae
Leptospira ellisii,Leptospira ellisii
Marinobacter sediminicola,Marinobacter sediminicola
Flavobacterium psychraquaticum,Flavobacterium psychraquaticum
Clostridium zeae,Clostridium_AR zeae
Streptomyces alfalfae,Streptomyces alfalfae
Rahnella laticis,Rahnella laticis
Sulfurospirillum multivorans,Sulfurospirillum multivorans
Acetobacter lovaniensis,Acetobacter lovaniensis
Williamsia serinedens,Williamsia_A serinedens
Lactobacillus xujianguonis,Lactobacillus xujianguonis
Shewanella surugensis,Shewanella surugensis
Erysipelothrix tonsillarum,Erysipelothrix tonsillarum
Actinomadura keratinilytica,Spirillospora keratinilytica
Flavobacterium defluvii,Flavobacterium defluvii
Cellulosimicrobium marinum,Cellulosimicrobium marinum
Ventrousia excrementavium,Ventrousia excrementavium
Bacteroides zoogleoformans,Bacteroides zoogleoformans
Choladousia intestinigallinarum,Choladousia intestinigallinarum
Vibrio bathopelagicus,Vibrio bathopelagicus
Alistipes pullicola,Alistipes_A pullicola
Flavobacterium cyclinae,Flavobacterium cyclinae
Gillisia limnaea,Gillisia limnaea
Anaplasma capra,Anaplasma capra
Nocardia donostiensis,Nocardia donostiensis
Frondihabitans sucicola,Frondihabitans sucicola
Maricaulis alexandrii,Maricaulis alexandrii
Mycolicibacterium thermoresistibile,Mycobacterium thermoresistibile
Pseudonocardia kujensis,Pseudonocardia kujensis
Kingella pumchi,Kingella_D pumchi
Christiangramia forsetii,Christiangramia forsetii
Aveggerthella excrementigallinarum,Aveggerthella excrementigallinarum
Avamphibacillus intestinigallinarum,Avamphibacillus intestinigallinarum
Microbacterium telephonicum,Microbacterium telephonicum
Halanaerobium kushneri,Halanaerobium kushneri
Paeniglutamicibacter sulfureus,Paeniglutamicibacter sulfureus
Corynebacterium deserti,Corynebacterium deserti
Tenacibaculum tangerinum,Tenacibaculum tangerinum
Methylococcus geothermalis,Methylococcus geothermalis
Winogradskyella eximia,Winogradskyella eximia
Shewanella halotolerans,Shewanella halotolerans
Metamycoplasma spumans,Metamycoplasma spumans
Hephaestia sp.,Sphingomonas sp023806085
Devosia psychrophila,Devosia psychrophila
uncultured Methyloligella,HXMU1428-3 sp964022745
Corynebacterium avicola,Corynebacterium avicola
Calescibacterium nevadense,Calescibacterium nevadense
Paenibacillus albicereus,Paenibacillus_O albicereus
Echinicola marina,Echinicola marina
Streptomyces lasiicapitis,Streptomyces lasiicapitis
Salinisphaera hydrothermalis,Salinisphaera hydrothermalis
Croceifilum oryzae,Baia oryzae
Levilactobacillus suantsaii,Levilactobacillus suantsaii
Mycobacterium florentinum,Mycobacterium florentinum
Chitinophaga vietnamensis,Chitinophaga vietnamensis
Ideonella aquatica,Ideonella aquatica
Saccharomonospora cyanea,Saccharomonospora cyanea
Inhella gelatinilytica,Inhella gelatinilytica
Parendomicrobium reticulitermitis,Parendomicrobium reticulitermitis
Phocaeicola faecipullorum,Phocaeicola faecipullorum
Legionella busanensis,Legionella_C busanensis
Vreelandella nigrificans,Vreelandella nigrificans
Profundicola chukchiensis,Profundicola chukchiensis
Dietzia intestinigallinarum,Dietzia intestinigallinarum
Gallilactobacillus intestinavium,Gallilactobacillus intestinavium
Limosilactobacillus faecipullorum,Limosilactobacillus faecipullorum
Zobellia alginiliquefaciens,Zobellia alginiliquefaciens
Paracoccus seriniphilus,Paracoccus seriniphilus
Belliella kenyensis,Belliella kenyensis
Enterococcus plantarum,Enterococcus plantarum
Levilactobacillus lindianensis,Levilactobacillus lindianensis
Pseudonocardia acidicola,Pseudonocardia acidicola
Aurantiacibacter odishensis,Aurantiacibacter odishensis
Sanguibacter gelidistatuariae,Sanguibacter gelidistatuariae
Larkinella punicea,Larkinella punicea
Mesonia aestuariivivens,Mesonia aestuariivivens
Phytobacter palmae,Phytobacter palmae
Haloferula sargassicola,Haloferula sargassicola
Maribacter polysiphoniae,Maribacter_A polysiphoniae
Actinomyces glycerinitolerans,Actinomyces glycerinitolerans
Thiorhodovibrio frisius,Thiorhodovibrio frisius
Mycobacterium branderi,Mycobacterium branderi
Rhizobium redzepovicii,Rhizobium redzepovicii
Snodgrassella gandavensis,Snodgrassella gandavensis
Ruthia magnifica,Ruthia calyptogenae
Inediibacterium massiliense,Inediibacterium massiliense
Bifidobacterium simiiventris,Bifidobacterium simiiventris
Actinomycetospora straminea,Actinomycetospora straminea
uncultured Desulfarculaceae,JACRDC01 sp937908275
Sphaerisporangium cinnabarinum,Cellulosimicrobium cinnabarinum
Lactiplantibacillus plajomi,Lactiplantibacillus plajomi
Mesorhizobium vachelliae,Mesorhizobium vachelliae
Rosistilla oblonga,Rosistilla oblonga
Orrella daihaiensis,Algicoccus daihaiensis
Methylosinus trichosporium,Methylosinus trichosporium
Zavarzinia aquatilis,Zavarzinia aquatilis
Bradyrhizobium nanningense,Bradyrhizobium nanningense
Pseudopelagicola sp.,Shimia sp026195905
Devosia nanyangense,Devosia_A nanyangense
Gilliamella bombi,Gilliamella bombi
Chelativorans xinjiangense,Chelativorans xinjiangense
Amycolatopsis japonica,Amycolatopsis japonica
Alkaliflexus imshenetskii,Alkaliflexus imshenetskii
Enterobacillus tribolii,Enterobacillus tribolii
Ramlibacter cellulosilyticus,Ramlibacter cellulosilyticus
Agrobacterium arsenijevicii,Agrobacterium arsenijevicii
Litorihabitans aurantiacus,Litorihabitans aurantiacus
uncultured Rickettsiella,Aquirickettsiella sp947058615
Endobugula sertula,Endobugula sertula
Mycoplasma haematohominis,Eperythrozoon_B haematohominis
Stercoripulliclostridium merdipullorum,Stercoripulliclostridium merdipullorum
Streptomyces candidus,Streptomyces candidus
Peptoniphilus obesi,Peptoniphilus_E obesi
Phreatobacter aquaticus,Phreatobacter aquaticus
Lactiplantibacillus fabifermentans,Lactiplantibacillus fabifermentans
Rhizobium favelukesii,Rhizobium favelukesii
Gimesia panareensis,Gimesia panareensis
Frigoribacterium endophyticum,Frigoribacterium endophyticum
Polymorphobacter multimanifer,Sandarakinorhabdus multimanifer
Rhizobium populisoli,Neorhizobium populisoli
Pedobacter flavus,Pedobacter flavus
Paracidovorax valerianellae,Paracidovorax valerianellae
Acidovorax lacteus,Acidovorax_G lacteus
Corynebacterium resistens,Corynebacterium resistens
Thalassoroseus pseudoceratinae,Thalassoroseus pseudoceratinae
Salinimicrobium marinum,Salinimicrobium marinum
Sphingobium estronivorans,Sphingobium estronivorans
Helicobacter mehlei,Helicobacter_E mehlei
Mycobacterium spongiae,Mycobacterium spongiae
Evtepia faecigallinarum,Evtepia faecigallinarum
Clostridium mediterraneense,Sarcina mediterraneense
Roseicitreum antarcticum,Roseicitreum antarcticum
Jiella pelagia,Jiella pelagia
Duganella margarita,Duganella margarita
Flavobacterium sandaracinum,Flavobacterium sandaracinum
Thioalkalivibrio thiocyanoxidans,Thioalkalivibrio thiocyanoxidans
Limnohabitans parvus,Limnohabitans_A parvus
Collimonas rhizosphaerae,Collimonas rhizosphaerae
Agromyces luteolus,Agromyces luteolus
Micromonospora chaiyaphumensis,Micromonospora chaiyaphumensis
Croceicoccus esteveae,Croceicoccus esteveae
Desulfovulcanus ferrireducens,Desulfovulcanus ferrireducens
Pararhizobium antarcticum,Pararhizobium antarcticum
Clavibacter cf.,Clavibacter sp021919125
Vibrio alfacsensis,Vibrio alfacsensis
Cryptosporangium minutisporangium,Cryptosporangium minutisporangium
Aeromicrobium phragmitis,Aeromicrobium phragmitis
Sphingomonas edaphi,Sphingomicrobium edaphi
Arthrobacter psychrochitiniphilus,Specibacter psychrochitiniphilus
Ohtaekwangia koreensis,Ohtaekwangia koreensis
Lacipirellula parvula,Lacipirellula parvula
Fenollaria sporofastidiosus,Fenollaria sporofastidiosus
Dehalogenimonas etheniformans,Dehalogenimonas etheniformans
Clostridium polynesiense,Clostridium_AA polynesiense
Novosphingobium marinum,Novosphingobium marinum
Deinococcus apachensis,Deinococcus apachensis
Thermoanaerobacter uzonensis,Thermoanaerobacter uzonensis
Vibrio proteolyticus,Vibrio proteolyticus
Scatomorpha stercorigallinarum,Scatomorpha stercorigallinarum
Aliicoccus sp.,Aliicoccus sp041838435
Myroides oncorhynchi,Flavobacterium oncorhynchi_A
Sphingobacterium arenae,Sphingobacterium arenae
Paenibacillus baekrokdamisoli,Paenibacillus_Z baekrokdamisoli
Thermatribacter velox,Thermatribacter velox
Novosphingobium indicum,Novosphingobium indicum
Flavobacterium hercynium,Flavobacterium hercynium
Tamlana haliotis,Tamlana_A haliotis
Bartonella clarridgeiae,Bartonella clarridgeiae
Albibeggiatoa psychrophila,Albibeggiatoa psychrophila
Roseivirga ehrenbergii,Roseivirga ehrenbergii
Pseudoruegeria aquimaris,Pseudoruegeria aquimaris
Gloeomargaritaceae cyanobacterium,JACYLR01 sp015272465
Hyphomicrobium nitrativorans,Hyphomicrobium_C nitrativorans
Salegentibacter lacus,Salegentibacter lacus
Galbitalea soli,Galbitalea soli
Desulforamulus ferrireducens,Desulfotomaculum ferrireducens
Ornithinimicrobium avium,Ornithinimicrobium avium
Bradyrhizobium semiaridum,Bradyrhizobium semiaridum
Klenkia taihuensis,Klenkia taihuensis
Hymenobacter terrenus,Hymenobacter terrenus
Alloiococcus otitis,Alloiococcus otitis
Pseudomonas pergaminensis,Pseudomonas_E pergaminensis
Kangiella taiwanensis,Kangiella taiwanensis
Pectinatus frisingensis,Pectinatus frisingensis
Nocardiopsis chromatogenes,Nocardiopsis_A chromatogenes
Leptobacterium sp.,JBBEXE01 sp037645805
Clostridium diolis,Clostridium beijerinckii
Nocardia jejuensis,Nocardia jejuensis
Trichothermofontia sichuanensis,Trichothermofontia sichuanensis
Clostridium hydrogenum,Clostridium_S hydrogenum
uncultured Thalassospiraceae,UBA4479 sp040218645
Empedobacter haloabium,Pseudoduganella haloabia
Thiorhodospira sibirica,Thiorhodospira sibirica
Modestobacter muralis,Modestobacter muralis
Paractinoplanes aksuensis,Actinoplanes aksuensis
Shumkonia mesophila,Shumkonia mesophila
Halomonas eurihalina,Halomonas eurihalina
Dethiosulfovibrio salsuginis,Dethiosulfovibrio salsuginis
Umezawaea beigongshangensis,Umezawaea_A beigongshangensis
Rhodococcus coprophilus,Rhodococcus coprophilus
Shewanella metallivivens,Shewanella metallivivens
Roseibaca calidilacus,Roseinatronobacter calidilacus
Nocardioides marinisabuli,Nocardioides marinisabuli
Mucilaginibacter celer,Mucilaginibacter celer
Pseudodesulfovibrio portus,Pseudodesulfovibrio portus
Bifidobacterium mellis,Bombiscardovia mellis
Tsuneonella aeria,Tsuneonella aeria
Corynebacterium pilosum,Corynebacterium pilosum
Leeuwenhoekiella nanhaiensis,Leeuwenhoekiella nanhaiensis
Duganella zoogloeoides,Duganella zoogloeoides
Cytobacillus purgationiresistens,Cytobacillus purgationiresistens
Bavariicoccus seileri,Bavariicoccus seileri
Zavarzinia compransoris,Zavarzinia compransoris
Peptoclostridium litorale,Peptoclostridium litorale
Lysinibacillus yapensis,Ureibacillus yapensis
Nitrosophilus labii,Nitrosophilus_A labii
Bombiscardovia nodaiensis,Bombiscardovia nodaiensis
Kordia algicida,Kordia algicida
Marinobacter daqiaonensis,Marinobacter daqiaonensis
Azohydromonas australica,Azohydromonas australica
Moraxella cuniculi,Moraxella cuniculi
Neomicrococcus lactis,Neomicrococcus lactis
Micromonospora inositola,Micromonospora inositola
Amphibacillus marinus,Amphibacillus_D marinus
Acinetobacter geminorum,Acinetobacter geminorum
Catenovulum maritimum,Catenovulum maritimum
Actibacterium lipolyticum,Actibacterium_A lipolyticum
Sinosporangium siamense,Sinosporangium siamense
Pseudovibrio ascidiaceicola,Pseudovibrio ascidiaceicola
Marinihelvus fidelis,Marinihelvus fidelis
Maribacter antarcticus,Maribacter antarcticus
Aedoeadaptatus coxii,Aedoeadaptatus coxii
Desulfacinum infernum,Desulfacinum infernum
Litoribacter ruber,Litoribacter ruber
Thermosynergistes sp.,Thermosynergistes sp001508935
Methylobacterium pseudosasicola,Methylobacterium pseudosasicola
uncultured Chloroflexaceae,CAKZQX01 sp937141995
Avidehalobacter gallistercoris,Avidehalobacter gallistercoris
Hymenobacter nitidus,Hymenobacter nitidus
Sphingomonas pituitosa,Sphingomonas pituitosa
Actinoplanes italicus,Actinoplanes italicus
Actinomadura coerulea,Spirillospora coerulea
Prevotella dentasini,Prevotella dentasini
Sphingomonas qomolangmaensis,Sphingomonas qomolangmaensis
Flavobacterium crocinum,Flavobacterium crocinum
Thauera humireducens,Thauera humireducens
Arthrobacter bussei,Arthrobacter_D bussei
Altericroceibacterium indicum,Altericroceibacterium indicum
Hoyosella rhizosphaerae,Lolliginicoccus rhizosphaerae
Pseudoduganella violaceinigra,Pseudoduganella violaceinigra
Sporosarcina limicola,Sporosarcina limicola
Domibacillus iocasae,Domibacillus iocasae
Alcanivorax sediminis,Alcanivorax sediminis
Corynebacterium otitidis,Corynebacterium otitidis
Chlamydia sanziniae,Chlamydophila sanziniae
Geothrix oryzisoli,Geothrix oryzisoli
Corynebacterium kefirresidentii,Corynebacterium kefirresidentii
Arcicella aurantiaca,Arcicella aurantiaca
Prochloron didemni,Prochloron didemni
Enterenecus merdae,Enterenecus merdae
Rhodococcus antarcticus,Rhodococcus_D antarcticus
Stenotrophomonas pictorum,Stenotrophomonas pictorum
Polaribacter glomeratus,Polaribacter glomeratus
Alicycliphilus denitrificans,Alicycliphilus denitrificans
Lewinella cohaerens,Lewinella cohaerens
Anaerococcus ihuae,Anaerococcus ihuae
Chromohalobacter moromii,Chromohalobacter moromii
Polycyclovorans algicola,Polycyclovorans algicola
Megasphaera cerevisiae,Megasphaera cerevisiae
Selenomonas dianae,Centipeda dianae
Alkalihalobacillus pseudalcaliphilus,Alkalihalobacillus pseudalcaliphilus
Caccousia stercoris,Caccousia stercoris
Methylobacterium segetis,Methylobacterium segetis
Streptomyces violaceorubidus,Streptomyces violaceorubidus
Neobacillus citreus,Neobacillus citreus
Microbacterium gorillae,Microbacterium gorillae
Fiminaster equi,Fiminaster equi
Serratia inhibens,Serratia inhibens
Ligilactobacillus excrementavium,Ligilactobacillus excrementavium
Psychrosphaera algicola,Psychrosphaera algicola
Streptomyces siamensis,Streptomyces siamensis
uncultured Thermomicrobiaceae,Thermalbibacter sp938082375
Allobaculum stercoricanis,Allobaculum stercoricanis
Occultella gossypii,Occultella gossypii
Fragaria x,Phytoplasma sp018274325
Pseudomonas helvetica,Pseudomonas_E helvetica
Thermoclostridium stercorarium,Thermoclostridium stercorarium
Treponema medium,Treponema medium
Borreliella finlandensis,Borreliella finlandensis
Blautia ornithocaccae,Blautia ornithocaccae
Bacteroides sedimenti,Bacteroides sedimenti
Bifidobacterium apousia,Bombiscardovia apousia
Sphingomonas leidyi,Sphingomonas leidyi
Paraburkholderia gardini,Paraburkholderia gardini
Marinomonas rhodophyticola,Marinomonas rhodophyticola
Psychroflexus lacisalsi,Psychroflexus lacisalsi
Massilia agrisoli,Telluria agrisoli
Ameyamaea chiangmaiensis,Ameyamaea chiangmaiensis
Macrococcoides goetzii,Macrococcoides goetzii
Hoeflea poritis,Hoeflea_A poritis
Clostridium punense,Clostridium_J punense
Corynebacterium callunae,Corynebacterium callunae
