genus,family,order,class,phylum,gene,n,n_res,f_res
Flavilitoribacter,Lewinellaceae,Saprospirales,Saprospiria,Bacteroidota,rrs,1,1,1
Flavimaribacter,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Flavimaricola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Flavimobilis,Jonesiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Flavipsychrobacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,0,0
Flaviramulus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,1,0.3333333333333333
Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,2,0,0
Flavisphingomonas,NA,NA,NA,NA,rrs,1,0,0
Flavisphingopyxis,NA,NA,NA,NA,rrs,1,0,0
Flavivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,239,123,0.5146443514644351
Flectobacillus,Flectobacillaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,4,0,0
Flexibacterium,NA,NA,NA,NA,rrs,1,0,0
Flexilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexota,rrs,1,0,0
Flexistipes,Flexistipitaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,1,0,0
Flexithrix,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Flexivirga,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,5,0,0
Flintibacter,NA,Eubacteriales,Clostridia,Bacillota,rrs,2,2,1
Floccifex,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Floricoccus,Streptococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,2,2,1
Floridanema,Aerosakkonemataceae,Aerosakkonematales,Cyanophyceae,Cyanobacteriota,rrs,3,0,0
Fluoribacter,Legionellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Fluviibacter,Fluviibacteraceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Fluviicoccus,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Fluviispira,Silvanigrellaceae,Silvanigrellales,Oligoflexia,Bdellovibrionota,rrs,2,2,1
Fodinibius,Balneolaceae,Balneolales,Balneolia,Balneolota,rrs,5,1,0.2
Fodinicola,NA,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Fodinisporobacter,Alicyclobacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Fontimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Fontisphaera,Fontisphaeraceae,Limisphaerales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Fontisubflavum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Formivibrio,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Formosa,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Formosimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Fortiea,Fortieaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,1,1
Francisella,Francisellaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,14,1,0.07142857142857142
Frateuria,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,5,0,0
Frederiksenia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Fredinandcohnia,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Fretibacter,Robiginitomaculaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Fretibacterium,Aminobacteriaceae,Synergistales,Synergistia,Synergistota,rrs,1,0,0
Frigidibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Frigoribacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,1,0.5
Frisingicoccus,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Frondihabitans,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,4,2,0.5
Fructilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,2,1,0.5
Fructobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,4,4,1
Fulvimarina,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Fulvimonas,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Fulvivirga,Fulvivirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,4,1,0.25
Fundicoccus,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,2,0,0
Fundidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,3,0,0
Funiculus,Coleofasciculaceae,Coleofasciculales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Furfurilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Fuscibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Fuscovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Fusicatenibacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rrs,11,0,0
Gabonibacter,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,2,0,0
Gaetbulibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Gaiella,Gaiellaceae,Gaiellales,Thermoleophilia,Actinomycetota,rrs,1,0,0
Galactobacillus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,1,1
Galactobacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,0,0
Galbitalea,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Gallaecimonas,Gallaecimonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,4,1,0.25
Gallalistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Gallibacter,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Gallibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,2,2,1
Gallintestinimicrobium,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Galliscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Gandjariella,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,1,0,0
Gangjinia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Gaopeijia,Gaopeijiaceae,Gaopeijiales,Longimicrobiia,Gemmatimonadota,rrs,1,1,1
Gaoshiqia,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,2,1,0.5
Garciella,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Garicola,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Gelatiniphilus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Gelidibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,0,0
Gellertiella,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Gemella,Gemellaceae,Bacillales,Bacilli,Bacillota,rrs,5,3,0.6
Geminicoccus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Geminocystis,Geminocystaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota,rrs,3,2,0.6666666666666666
Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadia,Gemmatimonadota,rrs,3,0,0
Gemmatirosa,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadia,Gemmatimonadota,rrs,1,0,0
Gemmiger,NA,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Gemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,10,0,0
Geoalkalibacter,Geoalkalibacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,rrs,3,0,0
Geoanaerobacter,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,0,0
Geobacillus,Anoxybacillaceae,Bacillales,Bacilli,Bacillota,rrs,9,6,0.6666666666666666
Geobacter,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,5,3,0.6
Geochorda,Geochordaceae,Limnochordales,Limnochordia,Bacillota,rrs,1,0,0
Geodermatophilus,Geodermatophilaceae,Geodermatophilales,Actinomycetes,Actinomycetota,rrs,12,7,0.5833333333333334
Geofilum,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,1,1,1
Geomesophilobacter,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,1,1
Geomicrobium,NA,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Geomobilimonas,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,0,0
Geomonas,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,14,0,0
Geopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Geopsychrobacter,Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,0,0
Georgenia,Bogoriellaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,11,6,0.5454545454545454
Georhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Geosporobacter,Thermotaleaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Geotalea,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,rrs,3,1,0.3333333333333333
Geothermobacter,Geothermobacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,rrs,2,1,0.5
Geovibrio,Geovibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,2,0,0
Gibbsiella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Giesbergeria,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Gillisia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,1,0.5
Gilvimarinus,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,3,2,0.6666666666666666
Gimesia,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs,8,0,0
Gimibacter,Temperatibacteraceae,Kordiimonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ginsengibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,0,0
Glaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Glacieibacterium,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Glaciibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,2,1
Glaciihabitans,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Glaciimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Glaesserella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Gleimia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,1,0,0
Globicatella,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,2,0,0
Gloeobacter,Gloeobacteraceae,Gloeobacterales,Cyanophyceae,Cyanobacteriota,rrs,3,2,0.6666666666666666
Gloeothece,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,2,1,0.5
Gluconacetobacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,8,8,1
Glutamicibacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,11,0,0
Glycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,rrs,17,4,0.23529411764705882
Goekera,Geodermatophilaceae,Geodermatophilales,Actinomycetes,Actinomycetota,rrs,1,1,1
Gordonia,Gordoniaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,43,11,0.2558139534883721
Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,2,2,1
Gorillibacterium,Paenibacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Gottschalkia,Gottschalkiaceae,Tissierellales,Tissierellia,Bacillota,rrs,1,1,1
Gracilibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,6,0,0
Gracilimonas,Balneolaceae,Balneolales,Balneolia,Balneolota,rrs,6,0,0
Gracilinema,Breznakiellaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,1,0,0
Gramella,NA,NA,NA,NA,rrs,1,1,1
Granulibacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Granulicatella,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,3,0,0
Granulicella,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,8,8,1
Granulimonas,Kribbibacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Granulosicoccus,Granulosicoccaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Grimontia,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Gryllotalpicola,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,4,1,0.25
Gudongella,Tissierellaceae,Tissierellales,Tissierellia,Bacillota,rrs,1,1,1
Gulosibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,7,4,0.5714285714285714
Guptibacillus,NA,NA,NA,NA,rrs,3,0,0
Guyparkeria,Thioalkalibacteraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,2,2,1
Gymnodinialimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Gynuella,Saccharospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Haematobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Haematospirillum,Novispirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,10,0,0
Hafnia,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Hahella,Hahellaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Halalkalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Halalkalibacter,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,7,6,0.8571428571428571
Halalkalibacterium,NA,NA,NA,NA,rrs,2,2,1
Halalkalibaculum,Balneolaceae,Balneolales,Balneolia,Balneolota,rrs,1,0,0
Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia,Bacillota,rrs,1,0,0
Halarcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,rrs,3,1,0.3333333333333333
Haliangium,Kofleriaceae,Haliangiales,NA,Myxococcota,rrs,1,1,1
Haliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Halioglobus,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Hallella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,3,0,0
Hallerella,Fibrobacteraceae,Fibrobacterales,Fibrobacteria,Fibrobacterota,rrs,2,1,0.5
Haloactinomyces,Actinopolysporaceae,Actinopolysporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Haloactinopolyspora,Jiangellaceae,Jiangellales,Actinomycetes,Actinomycetota,rrs,1,0,0
Haloactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,1,1
Halobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,13,11,0.8461538461538461
Halobacteriovorax,Halobacteriovoraceae,Bacteriovoracales,Bacteriovoracia,Bdellovibrionota,rrs,2,1,0.5
Halobacteroides,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,rrs,1,0,0
Halochromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Halocynthiibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Halodesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,2,0,0
Halodurantibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Haloechinothrix,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,2,1,0.5
Haloferula,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Haloflavibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Haloglycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,rrs,1,0,0
Halolactibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,0,0
Halomarinibacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,21,2,0.09523809523809523
Halonatronum,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,rrs,1,0,0
Haloplasma,Haloplasmataceae,Haloplasmatales,Mollicutes,Mycoplasmatota,rrs,1,0,0
Halopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,15,0,0
Halorhodospira,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,4,3,0.75
Halosquirtibacter,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,2,1,0.5
Halotia,Nodulariaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,1,1
Halovibrio,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Halovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Halpernia,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Hankyongella,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hansschlegelia,Methylopilaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Haoranjiania,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,1,1
Haploplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Mycoplasmatota,rrs,1,0,0
Harenicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hartmannibacter,Pleomorphomonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hasllibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hathewaya,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,3,0,0
Helcococcus,Peptoniphilaceae,Tissierellales,Tissierellia,Bacillota,rrs,3,3,1
Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,rrs,16,4,0.25
Helicovermis,NA,NA,Clostridia,Bacillota,rrs,1,0,0
Heliomarina,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Heliomicrobium,Heliobacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Heliorestis,Heliobacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Hellea,Robiginitomaculaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Heminiphilus,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Hephaestia,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Herbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,7,0,0
Herbiconiux,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,7,5,0.7142857142857143
Herbidospora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,5,1,0.2
Herbinix,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Herminiimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,4,0,0
Herpetosiphon,Herpetosiphonaceae,Herpetosiphonales,Chloroflexia,Chloroflexota,rrs,1,1,1
Hespellia,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Heyndrickxia,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,7,3,0.42857142857142855
Hippea,Hippeaceae,Desulfurellales,Desulfurellia,Campylobacterota,rrs,1,1,1
Hirschia,Hyphomonadaceae,Hyphomonadales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Histidinibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Histophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Hoeflea,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Hohaiivirga,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,3,2,0.6666666666666666
Holdemania,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,2,0,0
Holophaga,Holophagaceae,Holophagales,Holophagae,Acidobacteriota,rrs,1,1,1
Holospora,Holosporaceae,Holosporales,Alphaproteobacteria,Pseudomonadota,rrs,3,2,0.6666666666666666
Holzapfeliella,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,2,2,1
Hominibacterium,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Homoserinibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Homoserinimonas,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,2,1
Hongsoonwoonella,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hornefia,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,2,2,1
Horticoccus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,rrs,1,0,0
Hoylesella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,3,0,0
Hoyosella,Hoyosellaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,3,0,0
Huaxiibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Huijunlia,NA,NA,NA,NA,rrs,1,1,1
Hujiaoplasma,Hujiaoplasmataceae,Candidatus Izemoplasmatales,Candidatus Izimaplasma,Mycoplasmatota,rrs,1,0,0
Humibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Humidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Humisphaera,Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetota,rrs,1,1,1
Humitalea,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Hwangdonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Hwanghaeella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Hydrobacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,1,1
Hydrocarboniclastica,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Hydrogenibacillus,Bacillales Family X. Incertae Sedis,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Hydrogeniiclostridium,Acutalibacteraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Hydrogenimonas,Hydrogenimonadaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,rrs,3,1,0.3333333333333333
Hydrogenivirga,Aquificaceae,Aquificales,Aquificia,Aquificota,rrs,1,0,0
Hydrogenoanaerobacterium,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Hydrogenobacter,Aquificaceae,Aquificales,Aquificia,Aquificota,rrs,2,0,0
Hydrogenophaga,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,15,0,0
Hydrogenophilus,Hydrogenophilaceae,Hydrogenophilales,Hydrogenophilia,Pseudomonadota,rrs,2,0,0
Hydrogenovibrio,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,5,0,0
Hydromonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Hyella,Hyellaceae,Pleurocapsales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Hymenobacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidota,rrs,21,4,0.19047619047619047
Hypericibacter,Dongiaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Hyphobacterium,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
